A,A1,AB,AB1,AB2,AD,AD1,Access width,Aim,ArticleCode,A²,B,B1,B2,B3,B4,B5,Battery capacity,Battery charge time,Blade,Cabinet width,Colour / surface,Compatibility,Connection,Content,Cut-out,D,D1,DN,DN1,DNV,Discharge rate,Door,Drain,E,E1,Fastening,Fastening points,G,G1,Gl,Glass thickness,Glass thickness door,Gs,H,H1,H2,H3,Hinge material,IK,ImageURL,Inlet,Insulation,K,K1 max.,K2 max.,K3 max.,L,L1,L2,L3,La,Luminous flux,Luminous flux (max. / above / below),"Luminous flux, above","Luminous flux, below","Luminous flux, indirect",M,Main element weight,Mix & Match,Mixer,Model,NPT,Nominal width,Number of outlets,Number of power sockets,Outlet,Overflow,PN,PageURL,Plug type,Power consumption,Power consumption of mirror heating,Power socket,Product material,Protection class,Quick-release hinges,R,R1,RMF,RMF1,Rg,Rp,Rp1,RpMF,RpMF1,S,SW,Sanitary module,Sealing of connection,Shelf space,Soft-closing mechanism,Specification number,Straight connector,T,T1,T2,T3,T4,T5,T6,Tap hole,Tip,Title,Total water capacity,Towel rail,Trap cutout,Washbasin width,With overflow hole,X,X1,X2,X3,X4,X5,X6,Z,Z1,Z2,Z3,Z4,Z5,Z6,a,a1,arc,arc2,b,c,"d, ø","d1, ø","d2, ø","d3, ø","da, ø","di, ø","di1, ø",h,h1,h2,k,l,l1,l2,m,n,r,s,s1
23 cm,,,,,,,,,372.454.16.1,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,62 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/14/79/DAS_121479_20170925_173926.jpg",,,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit HDPE access pipe 90° with oval service opening | Geberit product catalogue,,,,,,31 cm,,,,,,,,,,,,,,,,90 °,,,,315 mm,,,,,,,38 cm,,,,,,,,,,,
,,,,,,,,,690.103.00.1,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/16/55/DAS_1251655_20181019_151002.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1106064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit spare leads for grease pencil with retractable lead | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,390.128.14.1,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,4.1 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/76/DAS_121376_20170925_173611.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP socket plug | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,40 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,390.228.14.1,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,4.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/76/DAS_121376_20170925_173611.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP socket plug | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,50 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,390.328.14.1,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,5.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/76/DAS_121376_20170925_173611.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP socket plug | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,75 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,390.428.14.1,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/76/DAS_121376_20170925_173611.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP socket plug | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,90 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,390.528.14.1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,6.6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/76/DAS_121376_20170925_173611.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP socket plug | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,110 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,390.628.14.1,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,7.3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/76/DAS_121376_20170925_173611.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP socket plug | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,125 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,390.728.14.1,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,7.9 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/76/DAS_121376_20170925_173611.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP socket plug | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,160 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.651.00.1,,24.6 cm,,,,,,,,,,Base plate and design rings: black chrome<br/>Cover plate and buttons: customised,,,,,,,,,,,,,,,,,,,,,,,16.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/78/DAS_1565578_20240502_071438.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1539140,,,,,Die-cast zinc,,,,,,,,,,,,,,,,,,,,1 cm,,,,,,,,,"Geberit Sigma50 (ex Sigma21) flush plate for dual flush, round, metal colour black chrome | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.651.JM.1,,24.6 cm,,,,,,,,,,Base plate and design rings: black chrome<br/>Cover plate and buttons: Mustang slate,,,,,,,,,,,,,,,,,,,,,,,16.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/83/DAS_1565583_20240430_153109.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1539140,,,,,Die-cast zinc / slate (natural product),,,,,,,,,,,,,,,,,,,,1.4 cm,,,,,,,,,"Geberit Sigma50 (ex Sigma21) flush plate for dual flush, round, metal colour black chrome | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.651.JV.1,,24.6 cm,,,,,,,,,,Base plate and design rings: black chrome<br/>Cover plate and buttons: concrete look,,,,,,,,,,,,,,,,,,,,,,,16.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/84/DAS_1565584_20240430_153111.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1539140,,,,,Die-cast zinc / ceramic,,,,,,,,,,,,,,,,,,,,1.4 cm,,,,,,,,,"Geberit Sigma50 (ex Sigma21) flush plate for dual flush, round, metal colour black chrome | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.651.JX.1,,24.6 cm,,,,,,,,,,Base plate and design rings: black chrome<br/>Cover plate and buttons: black walnut,,,,,,,,,,,,,,,,,,,,,,,16.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/85/DAS_1565585_20240430_153113.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1539140,,,,,Die-cast zinc / wood (natural product),,,,,,,,,,,,,,,,,,,,1.4 cm,,,,,,,,,"Geberit Sigma50 (ex Sigma21) flush plate for dual flush, round, metal colour black chrome | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.651.SI.1,,24.6 cm,,,,,,,,,,Base plate and design rings: black chrome<br/>Cover plate and buttons: white,,,,,,,,,,,,,,,,,,,,,,,16.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/56/04/DAS_1565604_20240430_153219.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1539140,,,,,Die-cast zinc / glass,,,,,,,,,,,,,,,,,,,,1.4 cm,,,,,,,,,"Geberit Sigma50 (ex Sigma21) flush plate for dual flush, round, metal colour black chrome | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.651.SJ.1,,24.6 cm,,,,,,,,,,Base plate and design rings: black chrome<br/>Cover plate and buttons: black,,,,,,,,,,,,,,,,,,,,,,,16.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/56/07/DAS_1565607_20240430_153227.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1539140,,,,,Die-cast zinc / glass,,,,,,,,,,,,,,,,,,,,1.4 cm,,,,,,,,,"Geberit Sigma50 (ex Sigma21) flush plate for dual flush, round, metal colour black chrome | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7 cm,,,,,,,,,367.997.16.1,,,,,,,,,,,,,,,,,10.8 cm,,90,,,,,,,,,,,,,,,,22.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/16/05/DAS_121605_20170925_174216.jpg",,,13 cm,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit HDPE connection bend 90° with leakage indicator connection for wall-hung WC | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,11 cm,,90 °,,,,90 mm,90 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,510100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/06/90/DAS_470690_20170925_153450.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit magnifying mirror | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,458.118.21.2,,50 cm,,,,,,,,,,gloss chrome-plated,,,,,,,,,,,,,,,,,,,,,,,112 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/49/07/DAS_2684907_20220622_103956.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_2653542,,,,,,,,,,,,,,,,,,,,,,,,,12 cm,,,,,,,,,"Geberit Duofix element for wall-hung WC, 112 cm, with Delta concealed cistern 12 cm, Delta20 flush plate, round | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,653.420.00.1,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/52/DAS_2071352_20201216_161009.jpg",,,,,,,3.2 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1829312,,,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,Geberit cap with MasterFix | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,68703,,,,,,,,,,,,,,,,,,,12 / 15,,,,,,,,,,,,,,,,3.3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/23/12/DAS_122312_20170927_171813.jpg",,,,,,,5.3 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103379,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress CuNiFe adaptor with male thread | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,15 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,68707,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,3.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/23/12/DAS_122312_20170927_171813.jpg",,,,,,,5.8 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103379,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress CuNiFe adaptor with male thread | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,22 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,68708,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,4.1 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/23/12/DAS_122312_20170927_171813.jpg",,,,,,,6.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103379,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress CuNiFe adaptor with male thread | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,28 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,68709,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,4.6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/23/12/DAS_122312_20170927_171813.jpg",,,,,,,7.2 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103379,,,,,,,,1 1/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress CuNiFe adaptor with male thread | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,35 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,68710,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,4.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/23/12/DAS_122312_20170927_171813.jpg",,,,,,,7.7 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103379,,,,,,,,1 1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress CuNiFe adaptor with male thread | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,42 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,68711,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,5.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/23/12/DAS_122312_20170927_171813.jpg",,,,,,,8.9 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103379,,,,,,,,2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress CuNiFe adaptor with male thread | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,54 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,68715,,,,,,,,,,,,,,,,,,,20 / 15,,,,,,,,,,,,,,,,3.3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/23/12/DAS_122312_20170927_171813.jpg",,,,,,,5.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103379,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress CuNiFe adaptor with male thread | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,22 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,152.049.21.1,,,,,,,,,,,,gloss chrome-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/27/40/DAS_1842740_20200810_123652.jpg",,,,,,,11.2 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1774355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Clou washbasin drain, space-saving model, slim design, with lever actuation and valve cover | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,32 mm,,,,,,,7–27.2 cm,,,,,,,,,,,
,,,,,,,,,601.276.00.5,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/56/02/DAS_125602_20170925_151232.jpg",,,,,,,5.8 cm,3.8 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102915,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla elbow tap connector 90° for concealed cistern | Geberit product catalogue,,,,,,,,,,,,,3.2 cm,,,,,,,,,90 °,,,,16 mm,,,,,,,,,,,2.8 cm,,,,,,,
,,,,,,,,,602.276.00.5,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/56/02/DAS_125602_20170925_151232.jpg",,,,,,,6.1 cm,3.8 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102915,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla elbow tap connector 90° for concealed cistern | Geberit product catalogue,,,,,,,,,,,,,3.2 cm,,,,,,,,,90 °,,,,20 mm,,,,,,,,,,,2.8 cm,,,,,,,
,,,,,,,,,691.017.P5.1,,,,,,,,,,,,,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/66/33/DAS_536633_20231027_084318.jpg",,,,,,,,,,,,,,,,,,6.98 kg,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_503273,BS 1363 A,55 W,,,,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit ACO 103plus pressing tool [1], 230 V, in case | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,690.942.00.1,,,,,,,,,,,,,,,400 ml,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/09/30/DAS_2710930_20220722_114756.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_2155233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit leak detection spray | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,622.535.00.5,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,2.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/48/68/DAS_284868_20170925_165900.jpg",,,,,,,5.6 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_174774,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mepla adaptor with male thread, NPW | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,20 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,623.536.00.5,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/48/68/DAS_284868_20170925_165900.jpg",,,,,,,6.3 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_174774,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mepla adaptor with male thread, NPW | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,26 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,624.537.00.5,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,3.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/48/68/DAS_284868_20170925_165900.jpg",,,,,,,7.3 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_174774,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mepla adaptor with male thread, NPW | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,32 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,625.538.00.5,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/48/68/DAS_284868_20170925_165900.jpg",,,,,,,8.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_174774,,,,,,,,1 1/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mepla adaptor with male thread, NPW | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,40 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,626.537.00.5,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,4.2 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/48/68/DAS_284868_20170925_165900.jpg",,,,,,,9.2 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_174774,,,,,,,,1 1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mepla adaptor with male thread, NPW | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,50 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,627.539.00.5,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,4.9 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/48/68/DAS_284868_20170925_165900.jpg",,,,,,,11.7 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_174774,,,,,,,,2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mepla adaptor with male thread, NPW | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,63 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,628.541.00.5,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,5.9 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/48/68/DAS_284868_20170925_165900.jpg",,,,,,,14.6 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_174774,,,,,,,,2 1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mepla adaptor with male thread, NPW | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,75 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,111.383.00.3,,50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/72/09/DAS_2777209_20220906_080216.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_2712416,,,,,,,,,,,,,,,,,,,,,,,,,12 cm,,,,,,,,,"Geberit Duofix frame for wall-hung WC, 112 cm, with Sigma concealed cistern 12 cm | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,619.220.00.1,,,,,,,,,,,,,,,,,2.7 cm,,12,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/93/51/DAS_1669351_20191128_150742.jpg",,,,,,,50 m,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_485291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit system pipe, ML, in protective tube, in coils | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,16 mm,,,,,12 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,619.221.00.1,,,,,,,,,,,,,,,,,3.1 cm,,15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/93/51/DAS_1669351_20191128_150742.jpg",,,,,,,50 m,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_485291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit system pipe, ML, in protective tube, in coils | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,20 mm,,,,,16 mm,,,,,,,,,,,,2 mm,
,,,,,15.3 cm,,,,601.742.00.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/13/79/DAS_2721379_20220810_161552.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_2678629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit mounting plate, offset, double, connecting distance 15.3 cm | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,50562,,,,,,,,,,,,,,,,,,,12 / 15,,,,,,,,,,3/4 ″,,,,,,4.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/15/DAS_122215_20170925_153711.jpg",,,,,,,6.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103156,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,15 mm,,,,,,,,,,,,,,,,,,
